,userid,timestamp,Tiredness,Calm,Nutrition,Hydration,Performance,Concentrate,Happy,Determined,Excited,Loving,Motivated,Powerful,Helpful,Lively,Peaceful,Proud,Optimistic,Valued,Content,Hopeful,Confident,Relieved,Annoyed,Nervous,Overwhelmed,Irritated,Anxious,Afraid,Angry,Worried,Bored,Lonely,Weary,Disappointed,Confused,Embarrassed,Sad
17,0dFpa4IVaTYYRGZMZFTduf373b53,2023-09-05T22:27:45.510Z,50.0,50.0,50.0,50.0,50.0,50.0,25.13757348060608,13.810530304908752,26.7220675945282,59.286701679229736,30.786362290382385,27.57304608821869,12.342116236686707,32.85469710826874,14.938315749168396,56.62010312080383,32.11292624473572,25.647196173667908,25.424587726593018,14.317755401134491,53.75845432281494,67.97337532043457,16.67153537273407,51.9656777381897,50.78449845314026,15.418078005313873,52.83403992652893,59.108591079711914,59.33575630187988,68.00000071525574,12.342116236686707,53.184932470321655,17.073172330856323,17.27905571460724,17.27905571460724,16.066715121269226,51.508522033691406
18,0dFpa4IVaTYYRGZMZFTduf373b53,2023-09-05T22:27:45.510Z,70.99999785423279,34.99999940395355,56.00000023841858,36.000001430511475,50.0,50.0,24.878978729248047,13.96913230419159,25.876563787460327,40.37901759147644,29.4378399848938,24.505282938480377,12.477518618106842,63.74228000640869,14.407378435134888,20.877720415592194,38.851916790008545,24.35849756002426,25.303202867507935,14.098720252513885,22.83446192741394,34.53924059867859,59.941792488098145,21.463146805763245,61.009806394577026,56.5387487411499,36.83295547962189,19.40133273601532,58.14942717552185,58.39775204658508,62.00000047683716,62.03569173812866,62.657231092453,58.801472187042236,58.801472187042236,15.441620349884033,75.0
19,0dFpa4IVaTYYRGZMZFTduf373b53,2023-09-05T22:27:45.510Z,56.99999928474426,37.99999952316284,40.99999964237213,40.99999964237213,31.999999284744263,50.0,16.556572914123535,13.960276544094086,25.111591815948486,40.40893912315369,28.424134850502014,16.962018609046936,12.616850435733795,43.38385462760925,14.037369191646576,20.743022859096527,30.712828040122986,14.759624004364014,15.76620638370514,13.99879902601242,22.30057716369629,23.99030029773712,56.40331506729126,16.70350730419159,59.962815046310425,55.17231225967407,32.633382081985474,18.202118575572968,56.03681802749634,57.09216594696045,18.8526451587677,39.762696623802185,62.022221088409424,57.233214378356934,57.233214378356934,15.066859126091003,60.00000238418579
20,0dFpa4IVaTYYRGZMZFTduf373b53,2024-01-31T02:22:16.902Z,63.999998569488525,56.99999928474426,43.99999976158142,43.00000071525574,50.0,50.0,56.490468978881836,13.918538391590118,24.34409409761429,37.04183101654053,27.568024396896362,59.50976610183716,12.733535468578339,45.184314250946045,13.825666904449463,15.45836329460144,58.15996527671814,62.919241189956665,60.00000238418579,13.94852101802826,16.66339933872223,65.26819467544556,58.89545679092407,62.99999952316284,63.76975178718567,58.59261155128479,57.92447328567505,64.44923877716064,49.31766390800476,61.11633777618408,28.594908118247986,39.494091272354126,26.38528347015381,25.07232129573822,25.07232129573822,14.863282442092896,30.421006679534912
21,0dFpa4IVaTYYRGZMZFTduf373b53,2023-07-14T22:07:23.137Z,57.999998331069946,50.0,38.999998569488525,41.999998688697815,33.000001311302185,50.0,26.412951946258545,13.901899755001068,23.555590212345123,36.055874824523926,26.733538508415222,28.685849905014038,12.831264734268188,38.40136528015137,13.714374601840973,15.80512821674347,40.04372954368591,29.843229055404663,28.350651264190674,13.921509683132172,16.602733731269836,26.531532406806946,39.01866674423218,26.364612579345703,44.40166652202606,38.52122724056244,36.66858971118927,28.246143460273743,53.1314492225647,42.162707448005676,10.609753429889679,33.9215874671936,37.83306181430817,33.04415941238403,33.04415941238403,14.758768677711487,21.99999988079071
22,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-07-15T15:10:32.000Z,36.000001430511475,75.99999904632568,20.000000298023224,31.999999284744263,50.0,61.00672483444214,61.000001430511475,58.03159475326538,58.453524112701416,42.727452516555786,49.49030876159668,13.413271307945251,20.999999344348907,13.413271307945251,58.217328786849976,58.195436000823975,61.46235466003418,69.9999988079071,60.661184787750244,61.000001430511475,13.413271307945251,13.413271307945251,53.79495620727539,35.23419499397278,27.000001072883606,13.413271307945251,31.915515661239624,13.413271307945251,61.03482246398926,29.756319522857666,13.413271307945251,13.413271307945251,13.413271307945251,13.413271307945251,13.413271307945251,49.49030876159668,32.84939527511597
23,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-04T14:11:13.000Z,37.99999952316284,34.99999940395355,81.00000023841858,43.00000071525574,66.00000262260437,57.297855615615845,8.27675461769104,13.825500011444092,29.935526847839355,51.758790016174316,30.649036169052124,38.441452383995056,31.999999284744263,65.26671051979065,13.86176347732544,62.11819648742676,47.54554629325867,62.00000047683716,49.892160296440125,13.805104792118073,30.000001192092896,13.49484920501709,10.870113968849182,6.339757144451141,6.339757144451141,13.49484920501709,6.636770069599152,13.49484920501709,46.760767698287964,25.60911476612091,34.00000035762787,51.57085061073303,13.49484920501709,13.49484920501709,13.49484920501709,8.801305294036865,6.522294878959656
24,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-05T10:17:46.000Z,18.99999976158142,37.00000047683716,55.000001192092896,28.00000011920929,17.000000178813934,42.42342710494995,37.55457103252411,21.384187042713165,14.851951599121094,2.6074007153511047,1.2768596410751343,30.292516946792603,8.994875848293304,22.360150516033173,21.922391653060913,14.23080563545227,21.703550219535828,30.257469415664673,18.99999976158142,22.49380052089691,12.250252068042755,41.651758551597595,18.000000715255737,45.84989547729492,18.133237957954407,37.99999952316284,39.952677488327026,14.636443555355072,53.59089970588684,-1.800486445426941,22.317515313625336,46.759045124053955,14.636443555355072,47.93301820755005,47.93301820755005,48.16290736198425,41.59731864929199
25,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-05T11:47:04.000Z,3.999999910593033,67.00000166893005,70.99999785423279,33.000001311302185,28.999999165534973,75.37546753883362,38.999998569488525,61.47282123565674,18.99999976158142,54.906654357910156,20.000000298023224,70.59140801429749,36.000001430511475,64.27335739135742,25.999999046325684,33.000001311302185,73.00000190734863,73.29651713371277,38.999998569488525,61.282265186309814,28.00000011920929,55.44998645782471,44.555118680000305,18.991272151470184,9.000000357627869,8.440881967544556,13.678547739982605,3.101719915866852,69.51206922531128,48.62496256828308,24.498382210731506,20.515471696853638,6.838102638721466,9.26530510187149,3.999999910593033,45.1080322265625,17.825517058372498
26,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-06T11:50:28.000Z,72.00000286102295,43.99999976158142,30.000001192092896,37.00000047683716,34.00000035762787,56.00165128707886,68.27511191368103,34.554994106292725,24.03571605682373,21.815253794193268,27.18651592731476,56.355082988739014,21.750736236572266,48.62180054187775,60.00000238418579,31.787317991256714,51.1716365814209,55.85240125656128,63.999998569488525,35.31585931777954,12.999999523162842,62.78268098831177,46.67758047580719,17.480120062828064,9.273350238800049,52.23294496536255,13.604561984539032,3.431631624698639,46.25871181488037,36.12640202045441,17.000000178813934,20.999999344348907,53.36047410964966,54.148972034454346,36.000001430511475,39.837050437927246,7.999999821186066
27,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-06T21:09:09.000Z,-3.889477252960205,83.99999737739563,56.00000023841858,40.00000059604645,41.999998688697815,76.71836018562317,58.99999737739563,56.00000023841858,57.999998331069946,17.833922803401947,43.00000071525574,74.7051477432251,14.978913962841034,64.58849906921387,43.00000071525574,70.14987468719482,64.99999761581421,44.956645369529724,64.00599479675293,65.99675416946411,28.00000011920929,10.915106534957886,46.84779644012451,9.987470507621765,2.5502264499664307,16.397342085838318,8.973437547683716,8.693143725395203,62.54231929779053,36.2077534198761,18.761046230793,10.605868697166443,8.580094575881958,17.44024008512497,17.44023859500885,49.22764599323273,8.363378047943115
28,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-07T09:29:18.000Z,7.999999821186066,67.00000166893005,57.999998331069946,43.00000071525574,46.00000083446503,68.01391839981079,60.00000238418579,17.000000178813934,62.99999952316284,15.174660086631775,34.99999940395355,72.70880341529846,14.622168242931366,68.2848334312439,56.24009966850281,73.15335273742676,38.999998569488525,28.2157301902771,47.05994129180908,60.07823348045349,67.00000166893005,12.179884314537048,3.999999910593033,15.263783931732178,11.906898021697998,13.757851719856262,14.408829808235168,11.304599046707153,56.29757642745972,43.41123700141907,14.219450950622559,14.779908955097198,22.087253630161285,14.702415466308594,14.702418446540833,51.5583872795105,9.714382886886597
29,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-07T11:43:37.000Z,2.9999999329447746,82.99999833106995,68.00000071525574,38.999998569488525,56.00000023841858,74.41291213035583,56.99999928474426,28.00000011920929,72.00000286102295,15.444734692573547,63.05854320526123,67.79837608337402,15.037533640861511,41.999998688697815,56.530964374542236,63.24598789215088,34.00000035762787,20.928877592086792,52.51810550689697,63.78316283226013,30.000001192092896,16.137367486953735,45.907995104789734,13.825970888137817,12.59354054927826,10.960377752780914,13.760577142238617,12.609104812145233,63.977718353271484,24.957069754600525,58.810603618621826,13.181661069393158,12.806941568851471,11.1882284283638,11.188225448131561,49.85021948814392,12.41791546344757
30,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-08T13:06:13.000Z,7.000000029802322,91.00000262260437,61.000001430511475,10.999999940395355,43.00000071525574,58.27033519744873,37.99999952316284,33.919936418533325,42.293715476989746,65.14098644256592,19.125010073184967,54.00872826576233,60.00000238418579,33.23725759983063,85.00000238418579,34.00000035762787,38.999998569488525,87.99999952316284,73.00000190734863,41.11817479133606,41.374436020851135,70.83263397216797,36.62742376327515,13.705724477767944,13.034439086914062,13.617126643657684,13.384699821472168,12.322895228862762,77.53220200538635,26.23368799686432,5.999999865889549,21.276187896728516,17.553138732910156,13.424204289913177,13.424205780029297,39.56336975097656,14.993402361869812
31,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-09T11:20:20.000Z,43.99999976158142,81.99999928474426,91.00000262260437,44.999998807907104,37.00000047683716,58.60702991485596,66.41210317611694,6.317761540412903,25.369590520858765,62.00000047683716,1.566988229751587,42.217135429382324,64.49744701385498,13.782057166099548,74.00000095367432,37.99999952316284,46.343180537223816,58.748382329940796,63.999998569488525,8.82290005683899,35.04727780818939,71.52810096740723,11.365100741386414,13.055199384689331,12.57445365190506,15.22703766822815,59.27683115005493,11.855340003967285,47.23919630050659,55.58022856712341,17.440055310726166,14.430537819862366,17.589667439460754,14.989158511161804,14.989158511161804,10.811586678028107,14.623628556728363
32,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-10T14:00:38.000Z,38.999998569488525,82.99999833106995,63.999998569488525,51.99999809265137,20.999999344348907,38.99705111980438,66.11615419387817,9.029917418956757,-6.810662150382996,31.684523820877075,5.4115235805511475,42.99841821193695,24.00742471218109,61.308157444000244,72.00000286102295,7.349002361297607,36.0003262758255,56.84326887130737,72.00000286102295,8.811995387077332,-3.2414913177490234,69.80786323547363,10.704679787158966,12.474656105041504,11.974944174289703,14.330446720123291,21.17709070444107,11.855578422546387,47.32980132102966,12.666435539722443,64.99999761581421,64.91454839706421,17.90124773979187,14.311908185482025,14.311906695365906,9.201152622699738,12.678709626197815
33,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-11T14:44:51.000Z,56.99999928474426,93.00000071525574,28.999999165534973,38.999998569488525,15.000000596046448,44.15014386177063,31.707173585891724,12.590226531028748,3.6384835839271545,22.40896224975586,8.798936009407043,6.7565977573394775,16.8338805437088,43.39941442012787,25.0,3.5617202520370483,3.34683358669281,26.482927799224854,18.99999976158142,12.028661370277405,6.463614106178284,59.09850597381592,16.74085408449173,12.26302981376648,11.950547993183136,13.255974650382996,21.961885690689087,12.048408389091492,52.33050584793091,17.33504831790924,17.000000178813934,45.04389762878418,16.738617420196533,13.265664875507355,13.265663385391235,15.634527802467346,12.301105260848999
34,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-11T17:16:21.000Z,87.00000047683716,93.99999976158142,61.000001430511475,43.99999976158142,20.999999344348907,47.42158353328705,69.90925073623657,11.374041438102722,11.657515168190002,18.340517580509186,7.421016693115234,45.988911390304565,15.18649011850357,66.42149686813354,62.99999952316284,12.158623337745667,43.3343768119812,65.80463647842407,70.99999785423279,12.59167492389679,15.060412883758545,76.1287271976471,20.90373784303665,14.749512076377869,14.420241117477417,14.7589311003685,2.9999999329447746,15.367281436920166,55.13266324996948,16.62919819355011,72.00000286102295,68.6642050743103,15.755093097686768,12.735892832279205,12.735892832279205,18.857628107070923,12.580323219299316
35,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-11T22:00:34.000Z,67.00000166893005,56.00000023841858,43.99999976158142,25.999999046325684,31.999999284744263,38.696300983428955,48.049572110176086,12.076431512832642,12.175051867961884,14.622436463832855,8.997207880020142,26.76413059234619,13.290530443191528,41.28015339374542,25.999999046325684,12.481316924095154,29.096895456314087,40.22899568080902,31.999999284744263,13.556249439716339,17.43689477443695,66.87170267105103,9.000000357627869,21.546000242233276,17.63441115617752,3.999999910593033,22.117257118225098,10.862267017364502,37.13403940200806,19.929122924804688,15.000000596046448,5.999999865889549,20.039013028144836,25.668063759803772,25.668063759803772,26.290753483772278,21.582910418510437
36,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-13T14:14:55.000Z,38.999998569488525,46.00000083446503,67.00000166893005,43.00000071525574,58.99999737739563,51.98332667350769,14.988166093826294,20.000000298023224,38.415077328681946,13.475696742534637,15.999999642372131,14.206603169441223,12.345422804355621,30.020257830619812,-0.7980883121490479,11.164778470993042,20.850616693496704,12.943562865257263,9.367470443248749,40.344107151031494,29.297882318496704,38.22185397148132,18.04574877023697,15.961498022079468,8.51738452911377,7.999999821186066,19.532805681228638,11.314918100833893,25.32951533794403,16.81724339723587,20.74408233165741,27.585607767105103,13.878092169761658,15.884166955947876,15.884163975715637,19.566893577575684,16.467489302158356
37,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-14T19:44:07.000Z,33.000001311302185,43.99999976158142,66.00000262260437,54.00000214576721,50.0,60.74181795120239,38.422322273254395,65.29461741447449,72.00000286102295,20.000000298023224,47.962045669555664,44.55779790878296,45.22557556629181,50.803422927856445,3.1021684408187866,56.322431564331055,48.59018921852112,9.14144366979599,4.182282090187073,18.99999976158142,55.865103006362915,23.99531900882721,12.726826965808868,8.524566888809204,10.134300589561462,9.037068486213684,30.854424834251404,12.58716732263565,17.728149890899658,30.81020712852478,8.3998903632164,9.74334180355072,13.507446646690369,9.399929642677307,9.399931132793427,12.6291424036026,9.488539397716522
38,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-15T19:38:20.000Z,72.00000286102295,83.99999737739563,57.999998331069946,41.999998688697815,62.00000047683716,63.45551013946533,31.151092052459717,10.999999940395355,25.507575273513794,29.292654991149902,19.230157136917114,4.378029704093933,14.598467946052551,16.926482319831848,21.99999988079071,15.001517534255981,18.304042518138885,13.586319983005524,11.582733690738678,39.494627714157104,19.14789378643036,19.02654767036438,25.98254084587097,2.9999999329447746,29.257693886756897,25.166478753089905,17.000000178813934,34.314605593681335,52.43826508522034,25.374674797058105,12.138079106807709,12.41079866886139,13.981232047080994,11.444994807243347,11.444996297359467,13.528059422969818,11.298929154872894
39,1WE7nEyI7XY1YAeIYE0QPoy3DC63,2023-04-17T07:38:05.000Z,77.99999713897705,80.0000011920929,58.99999737739563,40.00000059604645,33.000001311302185,48.5804557800293,64.41155672073364,55.267155170440674,42.751628160476685,12.023738026618958,-4.070213437080383,9.423866868019104,18.011081218719482,12.93749213218689,81.00000023841858,20.786727964878082,38.88852894306183,14.899298548698425,16.73724204301834,34.00000035762787,24.169057607650757,19.277912378311157,12.636753916740417,10.272498428821564,9.066563844680786,10.905919969081879,9.234273433685303,8.15611481666565,49.02661740779877,10.840916633605957,15.200573205947876,15.10966271162033,14.252427220344543,13.713596761226654,13.713596761226654,14.79485034942627,13.422493636608124
