User ID,Date/Time,Age,Weight,Height,Tiredness,Calm,Nutrition,Hydration,Performance,Positive Emotion,Negative Emotion,Cluster,PCA1,PCA2,Performance_Status,Emotion_Status,Cluster_Stage
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-06T21:09:09.000Z,17.0,128.0,191.0,21.0,23.0,50.0,35.0,58.0,66.29053497314453,37.584869384765625,0,54.47027690653714,-51.13863557589937,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-07T09:29:18.000Z,17.0,128.0,191.0,75.0,30.0,100.0,36.0,50.0,60.92918014526367,47.619815826416016,0,41.28614004421617,-18.790064761697437,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-07T11:43:37.000Z,17.0,128.0,191.0,71.0,27.0,50.0,23.0,50.0,62.623470306396484,42.49321365356445,0,59.49033396532723,-16.256765984390952,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-08T13:06:13.000Z,17.0,128.0,191.0,50.0,50.0,83.0,67.0,63.0,78.0,22.0,2,10.316767081860952,-55.34730398418229,Normal,1,Normal | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-10T14:00:38.000Z,17.0,128.0,191.0,79.0,16.0,100.0,47.0,50.0,69.19007110595703,38.115596771240234,0,37.567903305105794,-24.600882593172976,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-11T17:16:21.000Z,17.0,128.0,191.0,50.0,66.0,100.0,63.0,50.0,61.22288513183594,44.16731643676758,2,19.5432501633192,-47.48632235144375,Normal,1,Normal | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-11T22:00:34.000Z,17.0,128.0,191.0,50.0,50.0,65.0,38.0,50.0,75.0,25.0,2,29.32154930384398,-43.26074293664544,Normal,1,Normal | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-13T14:14:55.000Z,17.0,128.0,191.0,61.0,39.0,80.0,66.0,50.0,57.92987823486328,47.47487258911133,0,40.09817078546103,-39.193943354044066,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-14T19:44:07.000Z,17.0,128.0,191.0,76.0,39.0,75.0,50.0,50.0,61.761802673339844,39.800662994384766,0,39.31274943041791,-26.33707307984026,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-15T19:38:20.000Z,17.0,128.0,191.0,21.0,47.0,14.0,10.0,31.0,56.44188690185547,44.71376037597656,0,77.91205294182383,-41.18924082985396,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-17T21:15:56.000Z,17.0,128.0,191.0,35.0,50.0,56.0,45.0,35.0,56.10225296020508,47.06032943725586,0,54.55271259398536,-47.495162290712926,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-18T22:57:03.000Z,17.0,128.0,191.0,50.0,72.0,60.0,35.0,55.0,74.0,26.0,2,20.9800795367796,-41.73928427064135,Normal,1,Normal | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-19T14:00:15.000Z,17.0,128.0,191.0,60.0,50.0,85.0,40.0,55.0,56.44188690185547,44.71376037597656,0,36.19670356822105,-29.0254029402969,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-21T19:02:07.000Z,17.0,128.0,191.0,64.0,32.0,100.0,66.0,50.0,62.3184814453125,41.02173614501953,2,31.531763737731396,-40.02703270325128,Normal,1,Normal | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-26T19:16:17.000Z,17.0,128.0,191.0,83.0,63.0,100.0,17.0,68.0,66.37281799316406,40.78929138183594,0,18.391490784739844,-7.831258869781472,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-27T20:34:24.000Z,17.0,128.0,191.0,91.0,66.0,27.0,14.0,58.0,56.10225296020508,47.06032943725586,0,52.922540903151074,1.4663607042685172,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-28T19:00:51.000Z,17.0,128.0,191.0,90.0,65.0,66.0,40.0,55.0,56.44188690185547,44.71376037597656,0,34.85543787669775,-11.913969112490314,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-29T14:37:29.000Z,17.0,128.0,191.0,81.0,50.0,31.0,30.0,71.0,60.96204376220703,42.114376068115234,0,47.098719618081034,-10.808121595234311,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-30T19:11:24.000Z,17.0,128.0,191.0,50.0,68.0,78.0,30.0,50.0,57.845909118652344,43.8514289855957,0,33.844504488646976,-32.586786968925765,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-30T19:17:22.000Z,17.0,128.0,191.0,50.0,50.0,50.0,50.0,50.0,60.96204376220703,42.114376068115234,0,45.483010621580206,-40.81259627321498,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-03T15:11:23.000Z,17.0,128.0,191.0,83.0,75.0,30.0,26.0,37.0,56.44188690185547,44.71376037597656,0,52.239538937436684,-12.557993101529249,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-03T16:04:24.000Z,17.0,128.0,191.0,93.0,81.0,19.0,25.0,50.0,54.907493591308594,46.77256774902344,0,50.04738324615219,-3.625571902939164,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-14T09:14:11.000Z,17.0,128.0,191.0,80.0,19.0,39.0,71.0,70.0,48.53669357299805,51.96066665649414,0,59.913723800401996,-22.551574304173442,Underperforming,0,Underperforming | 0
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-14T17:45:59.000Z,17.0,128.0,191.0,100.0,74.0,66.0,25.0,75.0,48.53669357299805,51.96066665649414,0,32.67910675063665,6.295964329369731,Underperforming,0,Underperforming | 0
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-15T12:57:12.000Z,17.0,128.0,191.0,65.0,67.0,70.0,35.0,70.0,56.44188690185547,44.71376037597656,0,29.252186627670618,-22.30860668692469,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-17T19:02:38.000Z,17.0,128.0,191.0,78.0,32.0,100.0,31.0,50.0,54.907493591308594,46.77256774902344,0,43.31247977098953,-14.01900099757345,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-18T14:00:45.000Z,17.0,128.0,191.0,67.0,24.0,62.0,30.0,57.0,56.44188690185547,44.71376037597656,0,56.501158453372824,-18.768365762961608,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-18T14:01:05.000Z,17.0,128.0,191.0,50.0,50.0,50.0,50.0,50.0,56.44188690185547,44.71376037597656,0,48.47733098616288,-39.225402835876224,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-19T14:03:08.000Z,17.0,128.0,191.0,65.0,21.0,9.0,26.0,54.0,56.44188690185547,44.71376037597656,0,77.95517031969392,-17.607385431660134,Underperforming,1,Underperforming | 1
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-22T06:47:16.000Z,17.0,128.0,191.0,28.0,68.0,40.0,19.0,46.0,62.623470306396484,42.49321365356445,0,48.82588139505317,-41.98316311502357,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-06T17:45:14.978Z,29.0,70.0,169.0,55.0,38.0,72.0,31.0,39.0,66.0,34.0,0,24.856416916211657,-1.2753209278048487,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-06T23:02:17.585Z,29.0,70.0,169.0,68.0,39.0,74.0,50.0,42.0,57.5,42.5,0,25.67555356908465,2.5221727500013245,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-07T08:00:34.598Z,29.0,70.0,169.0,9.0,35.0,73.0,50.0,50.0,45.0,55.0,0,38.03329912510348,-24.709867800491253,Underperforming,0,Underperforming | 0
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-07T22:53:51.040Z,29.0,70.0,169.0,87.0,41.0,64.0,60.0,28.0,55.21255874633789,47.60426712036133,0,33.70453848179097,9.148465059877964,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-08T06:38:40.224Z,29.0,70.0,169.0,56.0,50.0,67.0,47.0,50.0,56.329261779785156,45.51996994018555,0,23.273594836460994,-1.3919634911404444,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-08T23:25:50.835Z,29.0,70.0,169.0,82.0,64.0,73.0,63.0,70.0,37.0,63.0,0,19.357047969486068,17.606416188097032,Underperforming,0,Underperforming | 0
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-09T06:27:37.313Z,29.0,70.0,169.0,60.0,53.0,35.0,57.0,50.0,33.0,67.0,0,49.88901584640949,7.4020082547743975,Underperforming,0,Underperforming | 0
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-09T19:12:35.513Z,29.0,70.0,169.0,81.0,61.0,71.0,45.0,71.0,47.68446731567383,53.45109558105469,0,15.944628330320668,20.353469755766262,Underperforming,0,Underperforming | 0
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-10T21:00:18.989Z,29.0,70.0,169.0,62.0,34.0,50.0,41.0,68.0,76.0,24.0,0,13.067294056449413,-1.1853218178741614,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-11T11:40:53.201Z,29.0,70.0,169.0,55.0,63.0,61.0,65.0,64.0,53.212852478027344,46.93792724609375,0,13.046342083864658,-7.056128209077848,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-11T16:51:37.330Z,29.0,70.0,169.0,70.0,40.0,41.0,50.0,62.0,62.0,38.0,0,25.506277850629928,5.104887666111754,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-18T12:05:04.000Z,29.0,70.0,169.0,50.0,35.0,37.0,59.0,43.0,56.0,23.0,0,30.690088505269564,-15.568367817271074,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-18T12:11:04.326Z,29.0,70.0,169.0,60.0,40.0,41.0,27.0,62.0,53.32804489135742,47.63258361816406,0,38.2027201537932,13.291441485940037,Underperforming,1,Underperforming | 1
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-19T08:17:25.190Z,29.0,70.0,169.0,52.0,62.0,65.0,65.0,37.0,42.333333333333336,57.666666666666664,0,31.084950713232267,-7.843575866011285,Underperforming,0,Underperforming | 0
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-12T11:07:47.298Z,17.0,72.0,168.0,50.0,23.0,50.0,50.0,50.0,78.75,21.25,0,24.585133927399298,-20.355926402447928,Underperforming,1,Underperforming | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-12T17:25:00.985Z,17.0,72.0,168.0,80.0,50.0,27.0,71.0,50.0,77.0,70.0,0,37.7348425080292,0.36370022522904577,Underperforming,1,Underperforming | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-14T17:21:31.075Z,17.0,72.0,168.0,68.5,50.0,25.5,28.0,50.0,64.65527153015137,44.75233459472656,0,40.797227626769086,7.869392748820552,Underperforming,1,Underperforming | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-16T19:03:27.526Z,17.0,72.0,168.0,54.666666666666664,68.33333333333333,57.666666666666664,66.33333333333333,50.0,62.85961405436198,41.98667653401693,2,14.295219532534695,-18.257008302010888,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-17T12:22:43.085Z,17.0,72.0,168.0,50.0,50.0,53.5,69.0,58.5,76.49978256225586,30.597722053527832,2,9.837589833386971,-25.620083812560154,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-18T14:00:03.412Z,17.0,72.0,168.0,46.0,73.5,69.5,37.0,50.0,76.93716049194336,34.58534812927246,2,4.98622440103307,-16.07218913991906,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-20T15:27:25.663Z,17.0,72.0,168.0,77.5,70.5,57.5,63.5,50.0,61.761802673339844,39.800662994384766,0,12.465417529278099,-4.19019444930457,Underperforming,1,Underperforming | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-27T18:52:32.248Z,17.0,72.0,168.0,36.5,80.0,85.0,96.5,50.0,66.60028266906738,37.3324670791626,2,-8.93030020225747,-44.64948667141232,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-28T13:19:51.157Z,17.0,72.0,168.0,66.0,65.5,72.5,77.5,50.0,60.86594581604004,44.70655059814453,2,9.838083192326856,-15.408232456788248,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-30T21:06:34.512Z,17.0,72.0,168.0,84.0,92.0,84.66666666666667,84.33333333333333,50.0,57.98235193888346,44.31494394938151,2,-7.111730050620324,-8.804997378762401,Normal,1,Normal | 1
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-08-01T06:18:35.440Z,17.0,72.0,168.0,74.0,73.0,37.0,38.0,50.0,54.49506759643555,48.15291213989258,0,30.17124516952314,8.47226859763369,Underperforming,1,Underperforming | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-20T13:46:19.037Z,24.0,89.0,181.0,26.0,71.0,20.0,67.0,50.0,60.59436798095703,41.71596145629883,2,31.57570869049831,-41.626315027554625,Normal,1,Normal | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-21T11:12:48.628Z,24.0,89.0,181.0,50.0,35.0,50.0,61.0,69.0,67.0,33.0,2,24.048018847679977,-24.654451122883785,Normal,1,Normal | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-21T16:26:39.221Z,24.0,89.0,181.0,50.0,6.0,50.0,50.0,13.0,29.0,71.0,0,91.35985715656673,-9.364671472332951,Underperforming,0,Underperforming | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-22T14:01:05.160Z,24.0,89.0,181.0,50.0,66.0,62.0,38.0,64.0,80.65184020996094,23.741487503051758,2,2.8231654298578945,-22.469490941616378,Normal,1,Normal | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-22T18:23:36.345Z,24.0,89.0,181.0,72.0,15.0,56.0,58.0,16.0,50.0,50.0,0,63.893602029526264,-9.716256577947938,Underperforming,0,Underperforming | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-26T16:35:43.017Z,24.0,89.0,181.0,50.0,50.0,50.0,50.0,50.0,60.368011474609375,43.598052978515625,0,33.77146983901668,-19.41703815715384,Underperforming,1,Underperforming | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-29T16:15:48.442Z,24.0,89.0,181.0,80.0,20.0,37.0,55.0,50.0,55.21255874633789,47.60426712036133,0,53.13583421417763,-0.3216028865906395,Underperforming,1,Underperforming | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-30T22:31:42.687Z,24.0,89.0,181.0,82.0,19.0,33.0,61.0,59.0,54.73061752319336,47.008079528808594,0,50.41908028975474,-0.31017593666584986,Underperforming,1,Underperforming | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-01-06T09:32:31.158Z,24.0,89.0,181.0,23.0,29.0,86.0,75.0,65.0,50.0,50.0,2,28.656910805315064,-39.43083210911635,Normal,0,Normal | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-01-30T09:56:52.224Z,24.0,89.0,181.0,68.0,65.0,65.0,59.0,64.0,50.0,50.0,0,21.57326432160977,-7.8906945375293915,Underperforming,0,Underperforming | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-04T16:00:16.732Z,24.0,89.0,181.0,69.0,27.0,62.0,36.0,21.0,55.21255874633789,47.60426712036133,0,55.96051377441252,-3.733117545132899,Underperforming,1,Underperforming | 1
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-06T13:34:37.883Z,24.0,89.0,181.0,61.0,19.0,68.0,35.0,51.0,50.0,50.0,0,50.427884472943624,-1.5823799011130504,Underperforming,0,Underperforming | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-07T16:00:17.547Z,24.0,89.0,181.0,33.0,71.0,67.0,43.0,66.0,50.0,50.0,2,22.083389659063883,-21.524392102121567,Normal,0,Normal | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-08T16:06:49.724Z,24.0,89.0,181.0,37.0,33.0,71.0,34.0,71.0,50.0,50.0,0,37.27038704750233,-12.902434027341691,Underperforming,0,Underperforming | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-17T11:27:30.557Z,24.0,89.0,181.0,22.0,73.0,60.0,58.0,72.0,50.0,50.0,2,19.010193131361532,-33.387565585267495,Normal,0,Normal | 0
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-19T10:16:26.444Z,24.0,89.0,181.0,42.0,65.0,61.0,61.0,66.0,50.0,50.0,2,22.925790042808956,-23.529581949451355,Normal,0,Normal | 0
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T09:31:17.947Z,19.0,72.0,180.0,50.0,50.0,50.0,79.0,50.0,62.15632629394531,38.52281188964844,2,22.400832534735585,-27.89832932070609,Normal,1,Normal | 1
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T15:03:08.581Z,19.0,72.0,180.0,50.0,71.0,100.0,50.0,50.0,53.41768264770508,48.56548309326172,2,9.619711127434037,-13.088140919776961,Normal,1,Normal | 1
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T20:37:22.857Z,19.0,72.0,180.0,25.0,100.0,100.0,91.0,81.0,50.0,50.0,2,-19.13171579221327,-40.78710195779132,Normal,0,Normal | 0
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:10:24.000Z,19.0,72.0,180.0,50.0,100.0,50.0,62.0,71.0,50.0,50.0,2,6.1943068507099355,-14.505523490351628,Normal,0,Normal | 0
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:14:29.044Z,19.0,72.0,180.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,2,-10.846813791084628,-34.624703224210805,Normal,0,Normal | 0
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:15:02.447Z,19.0,72.0,180.0,50.0,50.0,50.0,50.0,50.0,50.849609375,50.07792663574219,0,37.77254285576412,-10.30437108879191,Underperforming,1,Underperforming | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-16T13:17:02.235Z,16.0,76.0,176.0,24.0,60.0,72.0,70.0,100.0,60.666666666666664,18.0,2,-11.825955731518818,-39.63561851308155,Normal,1,Normal | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-17T22:21:35.881Z,16.0,76.0,176.0,91.0,80.0,76.0,70.0,90.0,52.57142857142857,6.0,1,-23.31588921312394,-4.562585762446531,Overperforming,1,Overperforming | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T06:40:41.236Z,16.0,76.0,176.0,60.0,66.0,50.0,45.0,80.0,67.42857142857143,19.0,2,1.2795778318901796,-12.000590203757056,Normal,1,Normal | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T17:03:02.012Z,16.0,76.0,176.0,6.0,50.0,66.0,46.0,80.0,62.714285714285715,7.0,2,1.4480524319797325,-45.59425513087851,Normal,1,Normal | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T22:16:13.049Z,16.0,76.0,176.0,93.0,87.0,64.0,59.0,52.0,60.967002868652344,44.15070724487305,0,6.972206604956,3.7454097172845238,Underperforming,1,Underperforming | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T23:27:47.869Z,16.0,76.0,176.0,41.0,60.0,61.0,54.0,76.0,65.5,45.5,2,13.241453482243458,-20.123174189200967,Normal,1,Normal | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-19T20:49:17.964Z,16.0,76.0,176.0,37.0,35.0,58.0,61.0,76.0,78.1137466430664,21.952428817749023,2,8.477183200923605,-32.8530290850308,Normal,1,Normal | 1
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-20T15:00:04.872Z,16.0,76.0,176.0,30.0,61.0,57.0,60.0,61.0,67.50316619873047,32.044254302978516,2,12.001093804051763,-35.18131809423369,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-07T20:27:10.998Z,57.0,101.0,173.0,50.0,94.0,76.0,74.0,50.0,92.5,7.5,2,-36.04179305163743,-39.47921072940521,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-08T20:29:23.341Z,57.0,101.0,173.0,50.0,80.0,92.0,77.0,50.0,80.0,20.0,2,-25.28770664832217,-34.601325803140014,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-09T17:59:58.689Z,57.0,101.0,173.0,63.5,68.0,71.5,73.5,50.0,67.5,48.5,2,4.964127669796184,-14.390434698707665,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-10T08:33:17.116Z,57.0,101.0,173.0,27.0,52.0,99.0,99.0,50.0,85.0,15.0,2,-22.908922670077317,-58.45274814343878,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-11T16:19:36.966Z,57.0,101.0,173.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,33.17603741025239,-7.134454594418898,Underperforming,0,Underperforming | 0
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-12T15:29:20.490Z,57.0,101.0,173.0,36.0,23.0,87.0,92.0,58.0,80.5,28.0,2,-0.23388394524958755,-43.18028824682759,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-13T13:57:01.508Z,57.0,101.0,173.0,60.0,30.0,40.0,70.0,60.0,70.5,21.5,2,16.524394556190217,-18.732468234395895,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-13T21:08:40.952Z,57.0,101.0,173.0,33.0,62.0,100.0,100.0,44.0,78.5,21.5,2,-20.425891932555473,-53.759114695342504,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-14T17:21:08.455Z,57.0,101.0,173.0,50.0,77.0,74.0,81.0,75.0,81.0,19.0,2,-28.33829213659402,-32.60073125086001,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-16T15:55:44.864Z,57.0,101.0,173.0,23.0,26.0,96.0,100.0,74.0,80.33333333333333,50.0,2,-1.4783244551439623,-46.33501500576698,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-16T19:01:40.934Z,57.0,101.0,173.0,50.0,79.0,50.0,50.0,50.0,87.0,13.0,2,-11.152750704547898,-25.585419854747308,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-17T16:38:17.157Z,57.0,101.0,173.0,29.0,50.0,50.0,50.0,50.0,78.5,13.0,2,5.963442012732173,-34.73922707976715,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-17T19:21:21.879Z,57.0,101.0,173.0,67.0,49.0,64.0,77.0,34.0,62.0,38.0,0,18.35269695020444,-16.79275831839154,Underperforming,1,Underperforming | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-17T23:49:49.995Z,57.0,101.0,173.0,89.0,37.0,100.0,93.0,39.0,84.5,15.5,2,-13.693810254145731,-20.469075745759397,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-19T00:20:48.014Z,57.0,101.0,173.0,80.0,70.0,90.0,91.0,28.0,87.0,13.0,2,-22.26092831089848,-29.03630852676433,Normal,1,Normal | 1
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-19T10:36:12.635Z,57.0,101.0,173.0,24.0,50.0,90.0,96.0,66.0,50.0,50.0,2,5.88578339618698,-40.15146902572586,Normal,0,Normal | 0
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-20T11:06:42.078Z,57.0,101.0,173.0,25.0,51.0,52.0,52.0,50.0,76.0,35.0,2,15.454611898456704,-31.781422613628976,Normal,1,Normal | 1
