User ID,Date/Time,Age,Weight,Height,Tiredness,Calm,Nutrition,Hydration,Performance,Emotion_1,Emotion_2,Emotion_3,Emotion_4,Emotion_5,Cluster,PCA1,PCA2
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-07T11:43:37.000Z,17.0,128.0,191.0,71.0,27.0,50.0,23.0,50.0,0.07271157950162888,0.5821093320846558,0.15177017450332642,0.1180259957909584,0.09492098540067673,0,-66.12398468893306,-33.57292836901779
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-08T13:06:13.000Z,17.0,128.0,191.0,50.0,50.0,83.0,67.0,63.0,5.5,78.0,5.5,5.5,5.5,2,26.8097655238049,-47.00268167911886
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-10T14:00:38.000Z,17.0,128.0,191.0,79.0,16.0,100.0,47.0,50.0,0.09463164955377579,0.6923850774765015,0.26882705092430115,0.20750972628593445,0.1181344985961914,0,-56.904498251182346,-24.657150078055903
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-11T17:16:21.000Z,17.0,128.0,191.0,50.0,66.0,100.0,63.0,50.0,0.28803619742393494,0.5908606648445129,0.22828783094882965,0.30653563141822815,0.15881666541099548,0,-36.17213749448371,-22.540434226585738
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-11T22:00:34.000Z,17.0,128.0,191.0,50.0,50.0,65.0,38.0,50.0,6.25,75.0,6.25,6.25,6.25,2,13.298813861790578,-52.56549266039934
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-13T14:14:55.000Z,17.0,128.0,191.0,61.0,39.0,80.0,66.0,50.0,0.11523690819740295,0.5496648550033569,0.3267022967338562,0.19701135158538818,0.14427445828914642,0,-48.011459722283334,-31.39514851530704
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-14T19:44:07.000Z,17.0,128.0,191.0,76.0,39.0,75.0,50.0,50.0,0.11682421714067459,0.5993640422821045,0.12591464817523956,0.09221620857715607,0.10499754548072815,0,-54.039458270185385,-24.926081196801675
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-15T19:38:20.000Z,17.0,128.0,191.0,21.0,47.0,14.0,10.0,31.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-65.29414857413158,-60.79332332853516
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-17T21:15:56.000Z,17.0,128.0,191.0,35.0,50.0,56.0,45.0,35.0,0.1131255105137825,0.5384853482246399,0.19728147983551025,0.1255342662334442,0.1705847680568695,0,-51.822641869799966,-46.83930211765335
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-18T22:57:03.000Z,17.0,128.0,191.0,50.0,72.0,60.0,35.0,55.0,6.5,74.0,6.5,6.5,6.5,2,17.677260154779034,-44.970555507585715
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-19T14:00:15.000Z,17.0,128.0,191.0,60.0,50.0,85.0,40.0,55.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-48.27513912651772,-22.776348240575935
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-21T19:02:07.000Z,17.0,128.0,191.0,64.0,32.0,100.0,66.0,50.0,0.07728447020053864,0.45527002215385437,0.1501477062702179,0.16688375174999237,0.13916945457458496,0,-46.94643686755478,-27.583168543640458
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-26T19:16:17.000Z,17.0,128.0,191.0,83.0,63.0,100.0,17.0,68.0,0.09351161867380142,0.6138808131217957,0.12648124992847443,0.10741251707077026,0.19533367455005646,0,-47.74912861488728,0.6003790692170501
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-27T20:34:24.000Z,17.0,128.0,191.0,91.0,66.0,27.0,14.0,58.0,0.1131255105137825,0.5384853482246399,0.19728147983551025,0.1255342662334442,0.1705847680568695,0,-62.93130345586596,-15.551893927659314
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-28T19:00:51.000Z,17.0,128.0,191.0,90.0,65.0,66.0,40.0,55.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-51.80870278499536,-10.858100742604607
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-29T14:37:29.000Z,17.0,128.0,191.0,81.0,50.0,31.0,30.0,71.0,0.09422802925109863,0.5156787037849426,0.11272261291742325,0.12015407532453537,0.10198627412319183,0,-60.037558562848034,-20.539822052414273
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-30T19:11:24.000Z,17.0,128.0,191.0,50.0,68.0,78.0,30.0,50.0,0.13279184699058533,0.48429009318351746,0.18451249599456787,0.2141987830400467,0.16725696623325348,0,-45.88695509920296,-23.57948933484107
0dFpa4IVaTYYRGZMZFTduf373b53,2023-04-30T19:17:22.000Z,17.0,128.0,191.0,50.0,50.0,50.0,50.0,50.0,0.09422802925109863,0.5156787037849426,0.11272261291742325,0.12015407532453537,0.10198627412319183,0,-51.720266010254754,-37.632822535388186
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-03T15:11:23.000Z,17.0,128.0,191.0,83.0,75.0,30.0,26.0,37.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-59.82738768679394,-23.74993125016044
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-03T16:04:24.000Z,17.0,128.0,191.0,93.0,81.0,19.0,25.0,50.0,0.1045522466301918,0.4715982973575592,0.15928883850574493,0.1534213274717331,0.10616017132997513,0,-59.71960349011037,-15.953292608559982
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-14T09:14:11.000Z,17.0,128.0,191.0,80.0,19.0,39.0,71.0,70.0,0.06272195279598236,0.29709067940711975,0.13402099907398224,0.3987903296947479,0.09887155145406723,0,-59.399728798402286,-33.08235021180198
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-14T17:45:59.000Z,17.0,128.0,191.0,100.0,74.0,66.0,25.0,75.0,0.06272195279598236,0.29709067940711975,0.13402099907398224,0.3987903296947479,0.09887155145406723,0,-50.760310899140336,4.319984084292333
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-15T12:57:12.000Z,17.0,128.0,191.0,65.0,67.0,70.0,35.0,70.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-45.59888433760791,-13.445990921240895
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-17T19:02:38.000Z,17.0,128.0,191.0,78.0,32.0,100.0,31.0,50.0,0.1045522466301918,0.4715982973575592,0.15928883850574493,0.1534213274717331,0.10616017132997513,0,-55.67971642399271,-18.436062516414104
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-18T14:00:45.000Z,17.0,128.0,191.0,67.0,24.0,62.0,30.0,57.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-61.928183335145434,-31.5650111131885
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-18T14:01:05.000Z,17.0,128.0,191.0,50.0,50.0,50.0,50.0,50.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-51.750145805753135,-37.6580063527184
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-19T14:03:08.000Z,17.0,128.0,191.0,65.0,21.0,9.0,26.0,54.0,0.09559794515371323,0.4922868311405182,0.19594399631023407,0.10856233537197113,0.13016143441200256,0,-72.86605162375491,-46.26943826751656
0dFpa4IVaTYYRGZMZFTduf373b53,2023-05-22T06:47:16.000Z,17.0,128.0,191.0,28.0,68.0,40.0,19.0,46.0,0.07271157950162888,0.5821093320846558,0.15177017450332642,0.1180259957909584,0.09492098540067673,0,-51.944968492111464,-41.334517261658604
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-06T17:45:14.978Z,29.0,70.0,169.0,55.0,38.0,72.0,31.0,39.0,16.5,16.5,34.0,16.5,16.5,0,-45.3369291233238,-22.97068611379894
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-06T23:02:17.585Z,29.0,70.0,169.0,68.0,39.0,74.0,50.0,42.0,10.625,57.5,10.625,10.625,10.625,2,-3.5007949181005813,-16.917853723957876
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-07T08:00:34.598Z,29.0,70.0,169.0,9.0,35.0,73.0,50.0,50.0,13.75,45.0,13.75,13.75,13.75,2,-6.613206606605658,-38.31926071468669
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-07T22:53:51.040Z,29.0,70.0,169.0,87.0,41.0,64.0,60.0,28.0,0.1011352613568306,0.45646876096725464,0.27887338399887085,0.15047425031661987,0.17146453261375427,0,-56.26851581683475,1.890538004480737
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-08T06:38:40.224Z,29.0,70.0,169.0,56.0,50.0,67.0,47.0,50.0,0.0966423749923706,0.4632667303085327,0.2704527974128723,0.17095567286014557,0.12495709955692291,0,-47.909036079533266,2.093458975483758
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-08T23:25:50.835Z,29.0,70.0,169.0,82.0,64.0,73.0,63.0,70.0,15.75,37.0,15.75,15.75,15.75,0,-11.033474215279455,5.0811185158301235
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-09T06:27:37.313Z,29.0,70.0,169.0,60.0,53.0,35.0,57.0,50.0,16.75,33.0,16.75,16.75,16.75,2,-25.417735279605246,-21.92514421099355
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-09T19:12:35.513Z,29.0,70.0,169.0,81.0,61.0,71.0,45.0,71.0,0.15248854458332062,0.45552727580070496,0.15669788420200348,0.16519489884376526,0.1225769966840744,0,-44.923630884272534,23.7039506590636
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-10T21:00:18.989Z,29.0,70.0,169.0,62.0,34.0,50.0,41.0,68.0,19.0,19.0,24.0,19.0,19.0,0,-41.78317282225428,-15.74663159311508
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-11T11:40:53.201Z,29.0,70.0,169.0,55.0,63.0,61.0,65.0,64.0,0.07120803743600845,0.5065677762031555,0.12437974661588669,0.15132972598075867,0.07644766569137573,0,-39.56901142954184,7.262424127149934
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-11T16:51:37.330Z,29.0,70.0,169.0,70.0,40.0,41.0,50.0,62.0,15.5,15.5,38.0,15.5,15.5,0,-46.265040991249876,-18.47444693806283
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-18T12:05:04.000Z,29.0,70.0,169.0,50.0,35.0,37.0,59.0,43.0,7.0,56.0,23.0,7.0,7.0,2,-8.773471169419693,-36.881319466445035
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-18T12:11:04.326Z,29.0,70.0,169.0,60.0,40.0,41.0,27.0,62.0,0.1262281984090805,0.5222535729408264,0.12392676621675491,0.13217532634735107,0.12481121718883514,0,-57.60148711463225,0.8177704904424505
1WE7nEyI7XY1YAeIYE0QPoy3DC63,2025-03-19T08:17:25.190Z,29.0,70.0,169.0,52.0,62.0,65.0,65.0,37.0,14.416666666666666,42.333333333333336,14.416666666666666,14.416666666666666,14.416666666666666,2,-8.471526622677104,-21.019402368380756
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-12T11:07:47.298Z,17.0,72.0,168.0,50.0,23.0,50.0,50.0,50.0,5.3125,78.75,5.3125,5.3125,5.3125,2,10.675365916902763,-38.061723260664905
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-12T17:25:00.985Z,17.0,72.0,168.0,80.0,50.0,27.0,71.0,50.0,0.0,77.0,0.0,70.0,0.0,2,7.4152096204784925,-29.198053279242284
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-14T17:21:31.075Z,17.0,72.0,168.0,68.5,50.0,25.5,28.0,50.0,0.09382671117782593,0.6153750717639923,0.19424793124198914,0.13401757925748825,0.1404270976781845,0,-61.2715322683094,-6.237018201300466
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-16T19:03:27.526Z,17.0,72.0,168.0,54.666666666666664,68.33333333333333,57.666666666666664,66.33333333333333,50.0,0.17498528957366943,0.6097537477811178,0.13798896223306656,0.16121318439642587,0.10407402987281482,0,-41.35332011668753,-2.567037704860443
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-17T12:22:43.085Z,17.0,72.0,168.0,50.0,50.0,53.5,69.0,58.5,0.09583630785346031,0.6810358464717865,0.09745322912931442,0.11705056577920914,0.08852941729128361,0,-44.46993822132235,-8.273563733547952
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-18T14:00:03.412Z,17.0,72.0,168.0,46.0,73.5,69.5,37.0,50.0,0.07571597769856453,0.6847605109214783,0.07946216128766537,0.16588491946458817,0.06293120607733727,0,-42.239060041573424,1.4301760696149675
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-20T15:27:25.663Z,17.0,72.0,168.0,77.5,70.5,57.5,63.5,50.0,0.11682421714067459,0.5993640422821045,0.12591464817523956,0.09221620857715607,0.10499754548072815,0,-44.6305206410107,7.3481951368852805
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-27T18:52:32.248Z,17.0,72.0,168.0,36.5,80.0,85.0,96.5,50.0,0.07773791626095772,0.6182562708854675,0.1306864358484745,0.16176273301243782,0.09750809893012047,0,-25.03608261552965,-2.9097986811761416
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-28T13:19:51.157Z,17.0,72.0,168.0,66.0,65.5,72.5,77.5,50.0,0.10073227994143963,0.5766281485557556,0.10557406768202782,0.38243113458156586,0.10374967381358147,0,-39.08421353216228,3.3355350650189184
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-07-30T21:06:34.512Z,17.0,72.0,168.0,84.0,92.0,84.66666666666667,84.33333333333333,50.0,0.0910397619009018,0.49688976009686786,0.22614123423894247,0.18590150276819864,0.13205512364705405,0,-31.131976371292005,20.594888922626836
1xVE4gKi6EWOZVjAjrFkypp5gst1,2023-08-01T06:18:35.440Z,17.0,72.0,168.0,74.0,73.0,37.0,38.0,50.0,0.08250955492258072,0.460459440946579,0.1974373757839203,0.1466243714094162,0.18637584149837494,0,-52.05025944119846,4.585269871338003
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-20T13:46:19.037Z,24.0,89.0,181.0,26.0,71.0,20.0,67.0,50.0,0.04901481419801712,0.6073203086853027,0.16085900366306305,0.09402959048748016,0.08808466047048569,0,-42.95652636715871,-28.64040306923095
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-21T11:12:48.628Z,24.0,89.0,181.0,50.0,35.0,50.0,61.0,69.0,8.25,67.0,8.25,8.25,8.25,2,8.073204764164672,-35.28215164109804
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-21T16:26:39.221Z,24.0,89.0,181.0,50.0,6.0,50.0,50.0,13.0,7.25,7.25,71.0,7.25,7.25,0,-69.51820720673406,-69.86489695687699
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-22T14:01:05.160Z,24.0,89.0,181.0,50.0,66.0,62.0,38.0,64.0,0.042340654879808426,0.7436211705207825,0.1145949736237526,0.08184201270341873,0.08536836504936218,0,-43.76666956778824,-3.058173910790627
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-22T18:23:36.345Z,24.0,89.0,181.0,72.0,15.0,56.0,58.0,16.0,12.5,12.5,50.0,12.5,12.5,0,-60.89726835693996,-52.993551225301076
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-26T16:35:43.017Z,24.0,89.0,181.0,50.0,50.0,50.0,50.0,50.0,0.0850425586104393,0.5240320563316345,0.2207057774066925,0.18507224321365356,0.09845421463251114,0,-50.26997276336979,-16.816375442657115
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-29T16:15:48.442Z,24.0,89.0,181.0,80.0,20.0,37.0,55.0,50.0,0.1011352613568306,0.45646876096725464,0.27887338399887085,0.15047425031661987,0.17146453261375427,0,-64.07547180931743,-17.70142135358791
2N57YUL8awNjuVW7zj3HbKF19Ap2,2024-11-30T22:31:42.687Z,24.0,89.0,181.0,82.0,19.0,33.0,61.0,59.0,0.11062085628509521,0.49225205183029175,0.1475040465593338,0.10632507503032684,0.1378408968448639,0,-62.71422552859896,-15.623512924959737
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-01-06T09:32:31.158Z,24.0,89.0,181.0,23.0,29.0,86.0,75.0,65.0,12.5,50.0,12.5,12.5,12.5,2,2.8703116225865557,-41.48341178594371
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-01-30T09:56:52.224Z,24.0,89.0,181.0,68.0,65.0,65.0,59.0,64.0,12.5,12.5,50.0,12.5,12.5,0,-37.512157010464534,-20.78934526732661
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-04T16:00:16.732Z,24.0,89.0,181.0,69.0,27.0,62.0,36.0,21.0,0.1011352613568306,0.45646876096725464,0.27887338399887085,0.15047425031661987,0.17146453261375427,0,-64.45604442821657,-22.103838331472943
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-06T13:34:37.883Z,24.0,89.0,181.0,61.0,19.0,68.0,35.0,51.0,12.5,12.5,50.0,12.5,12.5,0,-55.11574081264722,-38.81214138696241
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-07T16:00:17.547Z,24.0,89.0,181.0,33.0,71.0,67.0,43.0,66.0,12.5,50.0,12.5,12.5,12.5,2,3.531018923365451,-25.553688449112723
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-08T16:06:49.724Z,24.0,89.0,181.0,37.0,33.0,71.0,34.0,71.0,12.5,50.0,12.5,12.5,12.5,2,-7.611551908195153,-31.925852590369583
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-17T11:27:30.557Z,24.0,89.0,181.0,22.0,73.0,60.0,58.0,72.0,12.5,12.5,50.0,12.5,12.5,2,-28.535815907306826,-34.75377575489949
2N57YUL8awNjuVW7zj3HbKF19Ap2,2025-02-19T10:16:26.444Z,24.0,89.0,181.0,42.0,65.0,61.0,61.0,66.0,12.5,50.0,12.5,12.5,12.5,2,3.0368398665056446,-27.111707085353842
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T09:31:17.947Z,19.0,72.0,180.0,50.0,50.0,50.0,79.0,50.0,0.09631906449794769,0.6258134841918945,0.09165552258491516,0.07165566831827164,0.07039657235145569,0,-44.54225634033438,-14.68726801181754
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T15:03:08.581Z,19.0,72.0,180.0,50.0,71.0,100.0,50.0,50.0,0.09830179810523987,0.42210307717323303,0.3215568959712982,0.20157019793987274,0.15901416540145874,0,-35.99589150069477,6.336271698585676
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-16T20:37:22.857Z,19.0,72.0,180.0,25.0,100.0,100.0,91.0,81.0,12.5,50.0,12.5,12.5,12.5,2,29.873428858746095,-6.87867767318552
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:10:24.000Z,19.0,72.0,180.0,50.0,100.0,50.0,62.0,71.0,12.5,50.0,12.5,12.5,12.5,2,10.478814343390141,-9.16670142480832
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:14:29.044Z,19.0,72.0,180.0,50.0,100.0,100.0,100.0,50.0,12.5,50.0,12.5,12.5,12.5,2,23.169619661266765,-8.693924622263928
3bYMNL0Z1zcSxsFiYDjAbZbcQRS2,2024-04-18T22:15:02.447Z,19.0,72.0,180.0,50.0,50.0,50.0,50.0,50.0,0.09812092036008835,0.5121313333511353,0.2197551429271698,0.17699386179447174,0.18779349327087402,0,-50.256567107525136,-11.715858929623055
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-16T13:17:02.235Z,16.0,76.0,176.0,24.0,60.0,72.0,70.0,100.0,1.6666666666666714,60.666666666666664,1.6666666666666714,20.0,16.0,2,21.744776350813694,-18.242555635481402
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-17T22:21:35.881Z,16.0,76.0,176.0,91.0,80.0,76.0,70.0,90.0,13.80952380952381,52.57142857142857,13.80952380952381,6.0,13.80952380952381,1,10.605125479212049,10.06962838172809
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T06:40:41.236Z,16.0,76.0,176.0,60.0,66.0,50.0,45.0,80.0,4.523809523809523,67.42857142857143,4.523809523809523,4.523809523809523,19.0,2,13.411468982267138,-13.098905080640654
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T17:03:02.012Z,16.0,76.0,176.0,6.0,50.0,66.0,46.0,80.0,72.0,61.166666666666664,0.0,7.0,0.0,2,21.34713061808732,-36.7878575581357
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T22:16:13.049Z,16.0,76.0,176.0,93.0,87.0,64.0,59.0,52.0,0.1854073852300644,0.6059037446975708,0.1734338402748108,0.18077556788921356,0.3857797086238861,0,-42.09747163310417,17.380036483709684
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-18T23:27:47.869Z,16.0,76.0,176.0,41.0,60.0,61.0,54.0,76.0,0.0,65.5,33.0,58.0,0.0,2,9.729893057756257,-33.50906033713066
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-19T20:49:17.964Z,16.0,76.0,176.0,37.0,35.0,58.0,61.0,76.0,0.21863184869289398,0.7175720930099487,0.20375053584575653,0.08611547946929932,0.24285036325454712,0,-44.937958179297674,-13.768793266356191
3yBRujblzGZwtwmZyhBKLkpagFI2,2023-07-20T15:00:04.872Z,16.0,76.0,176.0,30.0,61.0,57.0,60.0,61.0,0.3313028812408447,0.6409571766853333,0.14343908429145813,0.12273059040307999,0.2116624414920807,0,-39.64061189203177,-13.911189444812138
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-07T20:27:10.998Z,57.0,101.0,173.0,50.0,94.0,76.0,74.0,50.0,1.875,92.5,1.875,1.875,1.875,1,53.90645306078366,-9.974325439286067
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-08T20:29:23.341Z,57.0,101.0,173.0,50.0,80.0,92.0,77.0,50.0,5.0,80.0,5.0,5.0,5.0,1,41.86780900995073,-10.308893484065582
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-09T17:59:58.689Z,57.0,101.0,173.0,63.5,68.0,71.5,73.5,50.0,4.666666666666667,67.5,42.166666666666664,11.0,4.666666666666667,2,17.271724392191175,-23.097368151952526
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-10T08:33:17.116Z,57.0,101.0,173.0,27.0,52.0,99.0,99.0,50.0,3.75,85.0,3.75,3.75,3.75,2,47.66296672281709,-28.7138584808166
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-11T16:19:36.966Z,57.0,101.0,173.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,0.0,50.0,2,-8.118234380788806,-24.16238952814527
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-12T15:29:20.490Z,57.0,101.0,173.0,36.0,23.0,87.0,92.0,58.0,0.0,80.5,28.0,0.0,0.0,2,30.26085398475709,-38.91143355167456
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-13T13:57:01.508Z,57.0,101.0,173.0,60.0,30.0,40.0,70.0,60.0,0.0,70.5,0.0,24.0,19.0,2,7.177018099567391,-29.556192034312687
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-13T21:08:40.952Z,57.0,101.0,173.0,33.0,62.0,100.0,100.0,44.0,5.375,78.5,5.375,5.375,5.375,2,42.91547728605262,-25.003491304911133
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-14T17:21:08.455Z,57.0,101.0,173.0,50.0,77.0,74.0,81.0,75.0,4.75,81.0,4.75,4.75,4.75,1,43.54067032836144,-7.243031665935685
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-16T15:55:44.864Z,57.0,101.0,173.0,23.0,26.0,96.0,100.0,74.0,0.0,80.33333333333333,50.0,0.0,0.0,2,36.23727952280646,-43.42281996347038
49RY7VCdj9U3EopHXUQYZYiFmgM2,2023-03-16T19:01:40.934Z,57.0,101.0,173.0,50.0,79.0,50.0,50.0,50.0,3.25,87.0,3.25,3.25,3.25,2,35.617735459385,-17.89338048819431
